	fisher_odds_ratio	P.Value	frac_mut_MMRD	frac_mut_MMRP	num_mut_MMRD	num_mut_MMRP	num_WT_MMRD	num_WT_MMRP	adj.P.Val
OR1L1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KRT73	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SYN2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PDK2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
AHI1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NRBP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
XPO6	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TSPAN7	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ASGR2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TFCP2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LRR1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MFSD2B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
C1orf189	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SMTNL1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PSMG2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RNF19A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TADA1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KREMEN2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SNUPN	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SPRED2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NECAP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HOXC13	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KCNA1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
AL021997.3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NXPH2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC29A2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TAS2R1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NXPE1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DDIAS	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MSTO1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ACVRL1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HSPA12A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ANKRD20A1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RNF24	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HAND1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GGTLC2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR10D3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FMN1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
VSX2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RANBP2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TMEM254	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PCYOX1L	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
AATF	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
NEUROD2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ADORA1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GPR32	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
STARD8	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF445	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HNF4A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HSP90B1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CSNK1G2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RFPL4AP1	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
ARHGEF10	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ASPM	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
XRCC5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RETSAT	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR5A1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KRT33A	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
QRICH1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KLHDC9	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HPX	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
AL023882.1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HOXC5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
EMID1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FAM71A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SUN1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DIS3L	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MMP20	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF764	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR56B1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PGRMC2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TTC24	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NKX2-3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TTLL3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TMEM64	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DENND5B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZBTB44	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
ADI1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
EPHB4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
VIL1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TPH2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR5M3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PRR5L	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
UGT3A2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
IFT140	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZP4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ST6GALNAC6	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RNF19B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RETNLB	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
VPS39	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HAUS5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MUC13	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KCNJ12	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CBFA2T3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CCR3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PCDHB14	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RELT	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RAPSN	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LYPLA2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GRAMD2A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NOTCH4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TST	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MMP13	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RAB11FIP5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PLEKHG7	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC16A2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ART4	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
PLA2G4D	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
N4BP2L2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MCF2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
UBE2Q2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MARCKS	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SH3D21	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LINC02868	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF821	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ADCK5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LRWD1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NOMO2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZFP90	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LYPD4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HACL1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ANAPC1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ETV6	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FKRP	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
XKR9	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PLXNB3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TPRG1L	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PODN	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZBTB17	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KIAA1958	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CDH12	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FRMD7	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
THAP3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GVINP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
APBA3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LILRA4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NUP205	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
PHLPP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PALD1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR52I1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF341	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RAB8B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SP9	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ARSI	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZC3H11A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DDAH2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TIMELESS	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
INTS12	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DDX55	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CYP4A22	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GPR63	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SHOC2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SDR16C5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GOLIM4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MINK1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MTMR3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ATP6V0E2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DLG1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KAT8	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
C19orf57	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF703	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CHUK	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GEM	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NUDT15	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GSDMA	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NEK9	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR2A4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KLHL25	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SCP2D1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SERPINI2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CAPN14	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
UGT2B7	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HEATR4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
C7orf26	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NCMAP	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PRSS38	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SOWAHB	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CA1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
STAP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NECTIN3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BICD1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SPATA31A7	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR4C3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PIK3C2B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TMED1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
L3MBTL4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ADGRD2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LIMS2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MPV17	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ACSM5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NEUROG2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF724	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PCDHB2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DENND2A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MZT2A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
C7orf31	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NCR2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR4F15	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SBK2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MKI67	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CTSC	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KRT82	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SEC62	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SHC4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FICD	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SPTB	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
WFDC1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MEGF11	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FTMT	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PCDHA10	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PPID	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FAM3A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CYP4V2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CDCA7L	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CCT8L2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DCC	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PRTN3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
EXOC8	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ISCU	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DNAJC16	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DDX24	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZC3H3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZFYVE27	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ADAM29	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SAMD3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PHF12	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
ZNF461	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TENM2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
EPM2AIP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
STING1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TRIM13	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
URI1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NDUFB9	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HID1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
AC129492.3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PCDHB13	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TRIM4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FRMPD1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PTGES3L-AARSD1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PHIP	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SYNRG	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
IFT80	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CDKAL1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BRSK1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PDPK1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PLEKHG1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GUCY2F	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TGM1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PRSS23	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MATN4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PGR	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
FUCA2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
